Date;AvgTemp;MaxTemp;MinTemp;Precipitation;RelHumidity;CloudCover;SunshineDuration;AirPressure;Wind;VaporContent
1893-10-16;11.7;12.2;11.1;8.5;96.5;81.6;0.0;995.4;8.7;15.0
1893-10-17;10.8;13.7;9.9;1.8;75.6;71.7;2.7;994.4;10.4;11.2
1893-10-18;3.7;10.0;2.9;0.0;82.6;47.8;1.3;1001.9;3.8;7.4
1893-10-19;2.8;6.5;-1.7;0.0;83.6;65.9;2.7;1011.9;0.7;7.0
1893-10-20;7.3;8.9;2.0;0.4;92.7;80.0;0.0;1011.6;2.7;10.4
1893-10-21;8.1;8.9;6.6;2.0;92.7;80.0;0.0;1008.3;2.1;11.0
1893-10-22;9.3;12.4;8.0;5.7;85.7;76.1;0.2;1004.8;5.4;11.4
1893-10-23;5.5;10.1;4.0;0.2;87.7;26.2;5.3;1005.7;7.3;8.8
1893-10-24;6.8;7.9;2.4;0.0;76.8;76.3;0.3;1010.5;6.9;8.3
1893-10-25;5.8;9.9;3.9;0.0;76.8;56.4;5.4;1006.0;5.5;8.0
1893-10-26;6.7;11.2;3.4;4.1;81.8;58.5;1.4;994.1;6.9;8.8
1893-10-27;4.2;7.2;3.2;0.5;80.9;50.6;4.2;992.0;12.5;7.5
1893-10-28;6.0;8.1;2.9;1.2;70.9;60.7;0.8;998.9;11.4;7.2
1893-10-29;7.8;9.0;5.1;4.5;89.9;82.8;0.0;992.1;9.7;10.3
1893-10-30;4.2;8.0;3.4;3.2;96.0;72.9;0.0;996.2;2.9;9.0
1893-10-31;3.0;3.6;2.5;6.2;98.0;83.0;0.0;1001.0;1.6;8.2
1893-11-01;2.3;6.2;-0.8;2.7;84.0;53.1;6.4;1002.7;4.2;6.6
1893-11-02;3.1;6.2;0.9;1.2;90.1;73.2;2.1;991.0;8.5;7.5
1893-11-03;4.5;6.8;2.5;0.8;88.1;59.2;3.5;997.0;8.2;8.2
1893-11-04;6.2;10.7;3.1;2.2;86.1;77.3;0.0;994.1;11.6;9.6
1893-11-05;1.2;6.5;-1.7;1.1;77.1;59.4;6.4;1000.7;2.0;5.5
1893-11-06;1.6;4.8;-2.3;0.1;87.2;53.5;6.5;998.8;1.3;6.4
1893-11-07;-1.4;2.3;-3.9;0.0;82.2;49.6;6.2;1007.3;1.3;5.0
1893-11-08;-0.9;0.9;-4.4;1.1;97.2;65.7;0.0;1012.2;0.0;6.0
1893-11-09;-2.3;1.1;-3.9;0.0;89.3;29.8;7.8;1018.8;0.0;5.1
1893-11-10;-3.4;0.9;-6.7;0.2;91.3;33.8;5.1;1013.7;1.3;4.7
1893-11-11;-4.3;-3.2;-7.3;0.1;99.3;83.9;0.0;1017.7;0.6;4.8
1893-11-12;-1.3;-0.5;-3.1;0.0;100.0;84.0;0.0;1022.4;0.9;6.2
1893-11-13;-2.5;-0.8;-3.1;0.1;100.0;84.1;0.0;1019.1;3.0;5.6
1893-11-14;-0.1;1.4;-5.1;0.0;87.4;34.1;6.1;1005.4;3.8;5.6
1893-11-15;1.7;2.5;0.5;18.2;92.4;84.2;0.0;995.8;5.5;7.1
1893-11-16;2.2;3.3;0.3;0.2;94.4;84.3;0.0;1006.3;5.6;7.5
1893-11-17;0.6;2.0;-0.0;1.8;91.5;84.4;0.0;995.5;7.2;6.5
1893-11-18;3.2;5.1;0.4;4.7;86.5;74.4;0.6;981.0;3.5;7.1
1893-11-19;3.7;4.4;1.8;25.1;97.5;84.5;0.0;980.3;5.8;8.1
1893-11-20;2.5;4.6;1.0;1.7;91.5;84.6;0.0;998.8;8.9;7.5
1893-11-21;-1.4;1.2;-3.3;0.0;81.5;44.6;4.6;1013.0;5.1;5.1
1893-11-22;-0.6;0.9;-3.6;0.0;77.6;82.7;0.0;1003.5;9.1;4.9
1893-11-23;-1.2;1.4;-2.1;0.0;89.6;82.8;0.5;996.4;4.3;5.6
1893-11-24;-1.2;-0.0;-1.9;0.1;88.6;60.8;0.0;1002.1;4.0;5.5
1893-11-25;1.6;2.7;-2.0;5.4;86.6;84.9;0.0;994.4;11.2;6.4
1893-11-26;4.5;5.4;1.6;6.3;90.6;84.9;0.0;984.3;11.1;7.9
1893-11-27;-3.1;5.5;-5.0;0.0;80.7;39.0;1.7;1008.7;5.6;4.3
1893-11-28;2.1;4.4;-5.0;5.9;86.7;85.1;0.0;1007.9;8.5;6.4
1893-11-29;7.6;8.1;4.6;0.0;90.7;85.1;0.0;1007.9;10.8;9.9
1893-11-30;4.4;7.2;3.7;0.1;92.7;85.2;0.0;1001.2;3.5;8.3
1893-12-01;2.2;3.5;1.7;8.4;99.7;85.2;0.0;991.1;3.1;7.7
1893-12-02;-3.2;2.0;-5.4;0.1;87.8;59.3;5.5;1010.3;9.9;4.5
1893-12-03;-2.5;0.2;-7.3;0.0;88.8;55.3;4.2;1012.0;8.3;4.5
1893-12-04;-1.0;-0.8;-2.3;5.1;90.8;85.4;0.0;1001.4;5.5;5.5
1893-12-05;-0.6;0.1;-1.2;0.0;98.8;79.4;0.0;1006.6;5.6;6.1
1893-12-06;-4.6;-0.2;-6.2;0.0;99.8;43.5;3.1;1009.3;4.2;4.8
1893-12-07;-4.6;-1.9;-6.2;0.2;91.8;45.5;5.9;997.5;7.0;4.1
1893-12-08;-1.8;0.3;-5.2;0.0;91.8;53.5;0.0;997.1;6.8;5.2
1893-12-09;-2.6;-0.7;-5.6;0.0;75.9;47.6;5.8;989.2;11.9;3.9
1893-12-10;-0.9;3.2;-2.7;0.0;89.9;23.6;4.9;996.3;2.0;5.5
1893-12-11;-2.1;-0.0;-5.1;0.0;96.9;69.6;2.8;995.0;4.7;5.2
1893-12-12;1.3;2.9;-2.2;1.7;91.9;77.7;0.0;996.4;4.3;6.5
1893-12-13;2.0;3.2;-1.5;0.0;91.9;59.7;2.8;993.1;6.5;6.5
1893-12-14;6.1;8.3;3.1;0.7;90.9;63.7;0.0;993.4;9.1;8.9
1893-12-15;2.6;5.5;-0.8;0.0;85.9;51.8;3.4;1014.2;5.5;6.4
1893-12-16;5.9;6.0;3.0;0.0;91.9;85.8;0.0;1015.5;10.3;8.5
1893-12-17;4.1;6.1;3.2;0.0;87.9;79.8;1.5;1016.0;1.6;7.5
1893-12-18;-0.3;6.1;-0.9;0.0;98.0;85.9;0.0;1011.3;2.4;6.0
1893-12-19;0.4;2.0;-1.8;0.0;89.0;67.9;4.6;999.5;5.7;5.6
1893-12-20;3.9;5.1;-0.3;2.9;73.0;55.9;2.8;985.6;10.3;5.7
1893-12-21;3.3;6.7;0.5;0.0;74.0;45.9;1.8;988.4;9.9;6.0
1893-12-22;0.1;3.8;-2.9;0.0;90.0;7.9;6.0;1004.5;5.2;5.6
1893-12-23;1.7;2.5;-1.2;0.3;87.0;83.9;0.0;1008.1;7.1;6.0
1893-12-24;3.7;4.3;2.3;0.0;85.0;86.0;0.0;1012.8;8.7;6.7
1893-12-25;1.9;3.9;-0.1;1.4;87.0;78.0;4.5;1007.7;7.9;6.1
1893-12-26;2.1;3.8;-0.1;2.4;96.0;84.0;0.0;1006.8;9.6;6.8
1893-12-27;2.0;3.0;1.5;0.1;94.0;86.0;0.0;1016.0;5.2;6.7
1893-12-28;-1.6;2.0;-3.0;0.0;79.0;40.0;4.4;1026.7;2.4;4.3
1893-12-29;-3.0;-0.5;-4.7;0.0;80.0;56.0;0.0;1032.4;2.0;4.0
1893-12-30;-5.1;-1.4;-6.8;0.0;88.0;20.0;5.9;1029.1;1.6;3.6
1893-12-31;-0.4;1.0;-6.5;0.7;89.0;86.0;0.0;1011.4;10.7;5.1
1894-01-01;-9.6;-7.0;-12.3;0.0;81.2;60.0;2.1;993.5;2.8;2.4
1894-01-02;-11.8;-7.4;-15.0;0.1;99.2;52.0;0.6;998.0;2.4;2.4
1894-01-03;-10.9;-8.5;-16.9;3.9;87.2;72.0;0.0;1013.4;1.0;2.0
1894-01-04;-4.4;-3.5;-9.1;2.1;98.2;86.0;0.0;1016.8;0.2;3.8
1894-01-05;-5.0;-2.4;-7.0;0.0;97.2;86.0;0.0;1018.6;0.1;3.8
1894-01-06;-12.7;-6.5;-16.6;0.0;85.2;70.0;0.0;1018.3;1.3;1.8
1894-01-07;-14.0;-11.3;-16.7;0.0;82.2;20.0;6.2;1012.6;6.5;1.6
1894-01-08;-10.0;-5.6;-14.6;0.0;81.2;19.9;6.3;1006.8;6.8;2.1
1894-01-09;-4.2;-2.4;-11.6;0.7;86.2;79.9;0.0;998.2;3.4;3.4
1894-01-10;-3.3;-1.6;-6.8;0.1;90.2;85.9;0.0;997.5;12.3;3.8
1894-01-11;-10.2;-2.6;-14.1;0.0;86.2;31.9;4.5;1005.9;6.4;2.5
1894-01-12;-11.2;-9.2;-17.0;0.0;88.2;51.9;3.1;1008.5;5.1;2.0
1894-01-13;-6.7;-4.4;-10.7;7.5;95.2;83.9;0.0;996.6;8.5;3.0
1894-01-14;-9.6;-1.9;-14.4;0.8;92.1;59.8;0.0;990.2;9.7;2.8
1894-01-15;-13.1;-10.1;-18.1;0.4;90.1;71.8;0.4;1006.5;3.7;1.7
1894-01-16;-9.6;-5.9;-15.0;6.1;93.1;85.8;0.0;1001.2;7.1;2.4
1894-01-17;-16.0;-6.1;-20.4;0.1;87.1;45.7;3.6;1002.6;3.4;1.7
1894-01-18;-17.7;-13.4;-22.9;0.1;86.1;51.7;4.2;1014.3;2.5;1.3
1894-01-19;-16.8;-14.3;-24.2;0.0;85.1;15.7;6.9;1020.4;5.2;1.2
1894-01-20;-6.2;-1.9;-17.3;3.1;86.1;59.6;4.8;1007.7;7.3;2.9
1894-01-21;-2.4;0.9;-4.2;0.5;85.1;51.6;0.2;995.3;13.9;4.0
1894-01-22;-5.5;-3.2;-7.7;0.0;88.1;77.6;0.0;999.1;10.5;3.3
1894-01-23;-8.7;-3.6;-13.1;0.0;86.0;27.5;5.9;999.0;0.8;2.5
1894-01-24;-1.7;3.0;-15.3;4.8;96.0;77.5;0.0;999.7;4.8;4.4
1894-01-25;3.8;4.4;2.7;0.8;94.0;77.5;0.0;999.6;12.0;6.6
1894-01-26;1.2;4.1;-0.8;0.0;91.0;53.4;3.8;1004.4;5.0;5.6
1894-01-27;1.8;4.2;-4.7;0.0;82.0;69.4;3.4;1004.5;3.1;4.9
1894-01-28;-0.9;3.3;-3.3;0.0;83.0;31.3;5.6;1005.8;5.6;4.4
1894-01-29;-1.8;2.7;-6.8;0.0;81.0;7.3;6.2;1001.7;9.4;3.7
1894-01-30;2.9;4.6;-3.0;0.5;97.9;85.2;0.0;1000.2;8.9;6.4
1894-01-31;6.1;8.5;3.7;1.7;90.9;85.2;2.1;1003.7;10.9;7.3
1894-02-01;4.7;6.7;3.9;16.3;97.9;85.1;0.0;992.8;3.5;7.3
1894-02-02;3.3;4.7;2.3;1.2;100.0;85.1;0.0;996.2;4.2;6.9
1894-02-03;-1.1;2.9;-2.8;0.0;78.9;61.0;0.0;1012.1;6.2;4.0
1894-02-04;-6.4;-2.5;-8.0;0.0;70.8;22.9;7.6;1024.0;3.0;2.2
1894-02-05;-3.9;-0.1;-11.4;0.0;65.8;62.9;2.3;1019.1;5.3;2.2
1894-02-06;-1.3;0.9;-6.1;0.0;85.8;54.8;1.1;1014.8;3.1;4.1
1894-02-07;2.0;4.7;-5.5;2.0;76.8;62.8;2.8;1005.5;9.6;4.6
1894-02-08;5.3;6.3;3.7;4.5;82.8;82.7;0.0;992.3;15.3;6.4
1894-02-09;3.1;5.5;2.3;3.5;93.7;66.6;0.0;991.1;12.6;6.2
1894-02-10;4.1;7.0;2.2;4.7;93.7;74.6;1.1;974.2;7.6;6.6
1894-02-11;5.8;7.9;2.3;2.0;90.7;74.5;0.0;985.0;12.1;7.2
1894-02-12;3.9;7.1;2.6;2.3;85.7;76.4;0.0;988.3;9.0;6.1
1894-02-13;2.2;3.7;-0.1;5.2;93.7;78.4;1.8;995.4;8.2;5.7
1894-02-14;6.6;8.6;2.2;6.9;85.6;84.3;0.0;992.2;12.2;7.2
1894-02-15;9.0;11.8;6.0;0.0;86.6;68.2;0.0;1002.6;5.2;8.6
1894-02-16;9.5;15.1;3.8;0.0;72.6;50.1;5.5;1006.5;3.4;7.0
1894-02-17;6.4;12.5;1.7;7.1;83.6;54.1;3.5;1009.2;3.8;6.9
1894-02-18;5.4;7.7;3.1;4.6;91.5;82.0;4.4;1011.7;4.8;7.0
1894-02-19;9.2;10.4;5.3;13.6;99.5;83.9;0.0;1000.2;9.2;9.8
1894-02-20;9.2;10.1;8.6;2.6;99.5;83.8;0.0;994.0;5.4;9.8
1894-02-21;7.7;11.2;4.6;0.9;80.5;73.8;5.8;982.5;5.6;7.0
1894-02-22;3.1;8.0;0.5;10.8;99.4;83.7;0.0;973.8;7.9;6.9
1894-02-23;-3.7;0.9;-4.9;0.9;93.4;67.6;0.0;986.9;4.1;3.7
1894-02-24;-1.9;1.6;-8.0;0.0;92.4;73.5;0.3;988.6;3.9;4.1
1894-02-25;4.5;7.6;-1.1;0.6;90.3;69.4;1.0;981.4;6.6;6.2
1894-02-26;5.4;9.2;3.3;0.0;70.3;57.3;6.8;991.9;6.2;5.3
1894-02-27;8.8;12.8;4.3;0.0;66.3;61.2;5.3;994.5;10.0;6.5
1894-02-28;10.0;16.8;6.1;2.8;66.3;65.2;4.4;998.3;11.8;6.9
1894-03-01;6.8;9.3;2.4;2.8;74.2;75.1;5.9;1009.6;2.9;6.0
1894-03-02;9.6;12.6;6.6;2.3;87.2;81.0;1.1;998.1;8.3;8.9
1894-03-03;3.3;9.0;1.6;0.8;80.2;76.9;0.0;1006.6;14.3;5.3
1894-03-04;2.3;7.3;-2.5;0.1;66.1;40.8;7.9;1018.2;1.8;3.8
1894-03-05;7.9;10.4;2.0;2.0;81.1;82.7;0.0;1002.8;11.3;7.3
1894-03-06;5.4;8.7;4.7;0.7;86.1;82.6;0.0;1002.4;9.4;6.6
1894-03-07;6.4;8.7;1.1;4.0;91.0;82.5;0.0;1006.7;12.8;7.2
1894-03-08;7.0;10.5;4.0;0.8;73.0;58.4;2.5;999.3;21.5;6.4
1894-03-09;6.0;9.1;3.4;1.1;74.0;68.3;2.3;1007.0;4.7;5.7
1894-03-10;6.3;10.1;2.9;2.7;78.9;64.2;3.8;994.1;19.7;6.6
1894-03-11;4.5;7.5;2.2;0.0;62.9;58.1;5.3;1007.1;14.2;4.5
1894-03-12;10.6;16.3;3.8;0.0;53.9;34.0;6.4;1000.5;12.6;5.6
1894-03-13;13.4;20.8;7.0;0.2;45.9;20.0;8.9;992.7;9.7;6.1
1894-03-14;11.5;14.3;8.8;3.4;96.8;81.9;0.0;994.5;4.1;11.0
1894-03-15;12.5;15.7;10.8;0.1;72.8;59.8;0.1;995.5;8.4;8.9
1894-03-16;12.2;15.2;9.3;1.3;60.8;67.7;3.7;990.0;12.9;7.2
1894-03-17;4.0;12.4;2.0;3.9;77.7;73.6;3.0;986.5;9.6;5.4
1894-03-18;2.1;5.1;0.5;0.4;77.7;71.5;5.2;992.1;13.1;4.6
1894-03-19;2.4;6.0;0.8;0.8;64.7;43.4;5.9;1005.6;3.9;4.1
1894-03-20;2.8;4.9;-0.6;1.5;89.6;81.3;0.0;1007.9;1.1;5.7
1894-03-21;5.6;8.2;2.9;0.1;90.6;73.2;0.0;1009.7;5.6;7.2
1894-03-22;6.9;11.3;2.4;0.0;86.6;73.1;1.0;1011.2;2.6;7.3
1894-03-23;10.2;16.2;4.1;0.0;69.5;19.0;7.0;1008.7;3.8;6.9
1894-03-24;9.3;17.1;4.4;0.0;74.5;8.8;9.4;1010.6;2.8;7.2
1894-03-25;4.8;10.3;0.8;0.0;64.4;2.7;10.0;1016.2;5.9;4.5
1894-03-26;3.0;9.5;-0.9;0.0;64.4;26.6;7.7;1014.1;5.6;4.1
1894-03-27;5.4;12.3;-2.5;0.0;42.4;14.5;9.9;1013.7;2.9;2.6
1894-03-28;7.3;15.1;-0.0;0.0;44.3;16.4;10.3;1009.0;4.1;3.4
1894-03-29;9.6;16.4;2.1;0.0;52.3;2.3;10.0;1002.2;6.7;5.3
1894-03-30;4.9;10.2;2.7;0.0;93.3;72.2;2.4;1000.7;3.5;6.9
1894-03-31;9.8;17.9;2.1;0.0;59.2;48.1;2.4;999.2;3.6;5.7
1894-04-01;11.9;19.7;4.6;0.0;50.2;30.0;9.4;1004.3;6.2;5.4
1894-04-02;14.4;22.7;4.6;0.0;44.2;17.9;9.4;1007.1;6.1;5.7
1894-04-03;12.5;20.0;6.0;0.0;58.1;7.8;10.5;1009.0;2.2;7.0
1894-04-04;9.6;12.3;4.1;0.0;81.1;53.7;0.0;1009.8;4.4;8.4
1894-04-05;8.8;14.5;3.0;0.0;82.1;39.6;7.7;1011.6;4.1;8.0
1894-04-06;11.1;19.2;3.7;0.0;60.0;9.5;11.1;1014.7;2.4;6.5
1894-04-07;13.8;20.4;7.0;0.0;54.0;7.4;11.5;1016.8;3.3;6.8
1894-04-08;12.0;20.1;4.6;0.0;65.0;15.3;9.9;1018.1;3.6;7.3
1894-04-09;11.3;17.7;4.3;0.0;50.9;23.2;10.0;1019.2;1.4;5.3
1894-04-10;14.1;20.2;6.4;0.0;43.9;5.1;11.8;1013.6;0.0;5.8
1894-04-11;8.7;15.6;6.2;0.0;53.9;1.0;11.1;1009.2;3.8;5.4
1894-04-12;6.9;12.3;-0.2;0.0;40.8;12.9;11.8;1009.8;2.0;3.3
1894-04-13;5.4;10.8;3.1;0.0;45.8;40.8;7.2;1007.3;8.6;3.7
1894-04-14;6.3;11.3;-1.5;0.0;58.8;64.7;8.6;1013.6;8.0;4.8
1894-04-15;11.0;16.5;5.4;0.0;56.7;38.6;2.9;1009.8;8.4;6.4
1894-04-16;7.8;13.8;6.3;0.7;77.7;72.5;1.1;1007.0;11.7;7.4
1894-04-17;5.4;9.8;3.3;0.0;42.7;38.4;9.5;1013.6;10.9;3.4
1894-04-18;6.7;12.9;-0.5;0.0;30.6;8.3;11.9;1017.2;2.3;2.5
1894-04-19;12.3;19.5;-0.0;0.0;32.6;40.2;9.6;1010.8;4.1;3.6
1894-04-20;14.5;20.0;10.0;0.0;37.6;48.1;4.6;1009.0;3.1;5.4
1894-04-21;15.3;21.9;7.9;0.0;46.5;16.0;10.3;1007.5;6.1;6.9
1894-04-22;11.7;18.6;5.4;0.0;46.5;15.9;13.6;1014.2;4.7;5.3
1894-04-23;10.2;17.8;4.9;0.0;42.5;3.8;13.1;1015.6;6.6;4.4
1894-04-24;13.5;20.8;3.3;0.0;37.4;27.7;12.9;1010.5;4.1;4.8
1894-04-25;11.1;17.3;6.6;0.0;54.4;5.6;11.2;1008.3;4.3;6.4
1894-04-26;16.0;24.2;4.7;0.0;43.4;15.5;13.1;1002.6;6.2;6.6
1894-04-27;8.2;16.3;7.1;0.0;85.3;53.4;2.4;1000.7;4.2;8.4
1894-04-28;8.2;11.3;5.7;0.0;72.3;69.3;1.6;1001.5;4.9;7.0
1894-04-29;9.4;14.2;6.3;0.0;61.3;47.2;6.1;1002.3;0.7;6.2
1894-04-30;10.7;17.3;5.2;0.3;52.3;35.2;8.4;997.5;4.8;5.8
1894-05-01;9.0;14.1;6.1;0.8;64.2;47.1;8.3;1002.4;8.3;6.9
1894-05-02;7.7;11.1;4.2;3.1;85.2;61.0;0.7;1005.9;1.1;8.2
1894-05-03;10.3;14.3;6.1;4.3;84.2;74.9;0.2;1006.0;0.8;9.4
1894-05-04;8.7;13.0;5.7;3.9;74.1;58.8;5.1;1012.0;5.9;7.3
1894-05-05;7.8;12.5;4.1;0.1;60.1;60.7;9.7;1016.3;4.1;5.6
1894-05-06;6.7;10.9;3.1;1.1;58.1;62.6;7.3;1012.1;8.2;5.2
1894-05-07;8.2;11.9;4.0;2.1;80.0;66.5;2.3;1006.7;11.1;7.7
1894-05-08;16.2;20.6;8.5;0.0;51.0;34.5;11.7;1008.8;12.5;8.5
1894-05-09;15.2;21.7;8.7;0.0;41.0;0.0;13.9;1011.0;6.2;6.5
1894-05-10;15.2;22.7;7.8;0.0;39.0;6.3;14.3;1008.2;7.1;6.1
1894-05-11;12.5;19.8;6.4;0.0;53.9;12.2;14.6;1006.3;6.9;7.2
1894-05-12;14.2;20.7;4.7;0.0;52.9;28.1;10.7;1004.2;3.2;7.7
1894-05-13;16.8;22.3;9.8;0.0;48.9;58.0;7.2;1003.9;2.8;8.5
1894-05-14;17.2;23.1;9.4;0.0;42.9;10.0;14.3;1006.7;1.2;7.2
1894-05-15;18.7;26.2;10.8;0.0;47.8;19.9;11.8;997.5;3.9;9.5
1894-05-16;18.8;26.2;9.5;0.0;35.8;9.8;13.7;996.8;4.2;6.8
1894-05-17;19.2;25.1;13.2;0.0;60.8;53.7;7.2;991.9;1.4;12.4
1894-05-18;18.8;24.9;13.9;0.0;72.8;51.7;5.3;992.2;0.7;14.7
1894-05-19;17.7;22.8;12.4;0.0;76.7;69.6;1.1;995.3;1.3;14.3
1894-05-20;14.2;18.8;12.1;0.0;78.7;67.5;1.0;996.2;2.7;12.3
1894-05-21;13.4;19.5;10.8;0.0;72.7;35.5;8.4;998.4;2.2;10.5
1894-05-22;19.4;26.5;7.6;0.0;61.7;11.4;13.5;998.9;2.0;12.3
1894-05-23;23.5;31.6;14.1;0.0;45.6;9.3;14.5;998.3;4.9;11.3
1894-05-24;20.3;29.3;15.5;0.0;59.6;59.3;7.9;993.3;6.3;13.6
1894-05-25;15.0;20.5;11.6;0.3;64.6;49.2;9.9;1000.9;5.0;10.4
1894-05-26;12.8;17.0;11.6;0.1;74.6;65.1;3.2;1001.3;6.9;10.7
1894-05-27;11.9;14.6;8.9;0.6;76.6;69.1;1.2;1001.9;5.5;9.9
1894-05-28;11.0;17.1;9.8;0.0;82.5;57.0;4.5;1003.6;5.6;10.5
1894-05-29;12.5;17.4;6.1;0.1;79.5;73.0;5.0;1001.0;6.1;10.8
1894-05-30;10.9;14.5;7.5;0.0;49.5;66.9;4.1;1000.7;6.0;6.4
1894-05-31;11.1;16.3;6.5;0.0;47.5;32.9;10.4;999.4;3.2;6.1
1894-06-01;10.3;16.3;5.8;0.0;64.5;32.8;8.0;1001.9;4.1;8.0
1894-06-02;13.8;18.4;6.4;0.0;52.5;36.8;8.1;1003.2;0.3;7.7
1894-06-03;16.0;22.6;9.1;0.0;43.4;36.7;9.4;1003.3;1.4;7.6
1894-06-04;17.1;24.1;9.8;0.0;44.4;32.7;13.1;1008.7;1.1;8.4
1894-06-05;15.3;20.7;8.3;0.0;58.4;50.6;7.8;1011.0;0.3;9.9
1894-06-06;17.7;22.4;11.6;0.0;44.4;28.6;12.8;1012.7;3.8;8.5
1894-06-07;17.1;24.1;7.6;0.0;35.4;2.5;15.7;1014.7;3.8;6.4
1894-06-08;18.1;24.5;5.2;0.0;40.4;20.5;14.1;1013.3;0.2;7.7
1894-06-09;17.5;23.0;10.4;0.0;43.3;10.4;14.3;1011.6;1.1;8.4
1894-06-10;12.1;22.5;10.2;8.0;82.3;58.4;5.4;1009.9;2.5;11.7
1894-06-11;12.0;13.2;9.9;2.8;87.3;72.4;0.5;1008.1;5.9;12.0
1894-06-12;14.0;18.4;10.6;5.6;84.3;50.3;3.7;1007.9;1.6;13.5
1894-06-13;16.5;22.1;9.6;0.0;68.3;32.3;9.8;1008.1;1.9;12.3
1894-06-14;19.5;25.6;11.5;0.0;51.3;16.3;13.9;1006.0;1.7;11.6
1894-06-15;20.4;26.7;12.2;0.0;43.3;12.2;15.2;1006.8;5.5;10.1
1894-06-16;18.8;26.4;10.4;0.0;49.3;4.2;15.7;1009.7;5.0;10.0
1894-06-17;21.7;27.9;12.9;0.0;48.3;8.2;14.2;1014.0;3.6;11.9
1894-06-18;21.6;26.7;12.7;0.0;48.3;0.2;15.5;1010.0;8.5;12.1
1894-06-19;22.4;28.4;14.0;1.3;50.2;2.1;16.0;1002.3;5.7;12.9
1894-06-20;16.2;23.0;14.7;0.0;56.2;60.1;8.9;993.2;9.7;10.3
1894-06-21;13.9;16.9;7.4;0.0;58.2;64.1;3.1;996.7;4.9;9.2
1894-06-22;14.9;19.3;10.4;0.0;51.2;42.1;7.3;995.6;2.1;8.8
1894-06-23;17.7;23.4;9.8;3.1;60.2;72.1;3.1;987.2;3.0;12.4
1894-06-24;16.9;21.0;14.4;0.4;63.2;24.0;8.4;986.6;2.8;12.8
1894-06-25;13.8;18.4;10.6;2.5;72.2;36.0;10.4;994.9;3.2;11.6
1894-06-26;12.2;19.5;10.5;6.5;84.2;60.0;8.2;1000.2;1.3;12.5
1894-06-27;16.2;20.2;8.9;0.0;66.2;66.0;6.3;1000.7;0.0;11.5
1894-06-28;21.1;30.4;15.6;2.3;65.2;34.0;13.0;998.6;1.7;16.9
1894-06-29;19.1;24.6;15.5;0.0;73.2;48.0;7.6;1000.8;2.5;17.1
1894-06-30;17.4;22.7;11.4;0.0;65.2;44.0;8.3;1005.4;2.9;13.3
1894-07-01;15.1;17.0;12.5;0.0;74.2;74.0;0.5;1005.6;1.6;12.9
1894-07-02;17.9;23.8;9.7;0.0;69.2;18.0;14.0;1004.5;3.6;14.0
1894-07-03;19.5;26.7;12.3;0.0;48.2;8.0;15.1;1003.4;3.4;11.1
1894-07-04;16.5;23.1;7.9;0.0;53.2;2.0;16.0;1003.9;2.4;10.0
1894-07-05;16.3;22.8;8.8;0.0;43.2;4.0;15.6;1000.0;4.2;8.0
1894-07-06;19.7;26.4;10.1;0.0;39.2;16.0;13.3;1000.4;3.0;9.1
1894-07-07;21.8;28.7;12.0;0.0;39.2;18.0;13.4;1002.0;2.9;10.6
1894-07-08;24.0;30.8;15.6;0.0;34.2;2.0;13.8;999.5;2.0;10.3
1894-07-09;24.0;31.6;14.5;0.0;40.2;26.0;14.6;998.0;7.0;12.2
1894-07-10;21.7;27.3;17.0;0.0;61.2;72.1;7.3;1000.1;6.0;16.2
1894-07-11;19.1;26.9;15.2;1.9;84.2;58.1;5.3;994.7;1.5;19.5
1894-07-12;19.5;26.5;15.7;0.4;70.2;44.1;8.8;991.0;3.0;16.6
1894-07-13;17.7;23.3;14.3;0.6;63.2;28.1;7.7;988.6;5.0;13.9
1894-07-14;17.1;23.5;11.8;0.0;66.2;18.1;9.7;990.7;4.8;13.8
1894-07-15;15.6;22.2;13.1;0.0;57.3;34.2;9.5;996.8;3.2;10.7
1894-07-16;15.6;19.3;9.9;0.0;58.3;32.2;5.8;999.7;1.4;11.0
1894-07-17;14.9;20.6;10.7;0.2;65.3;68.2;1.7;995.5;4.1;11.8
1894-07-18;12.8;18.4;10.6;1.1;70.3;48.2;5.0;992.8;6.2;10.8
1894-07-19;14.7;21.3;10.9;0.4;78.3;58.3;7.5;997.2;5.8;13.6
1894-07-20;22.6;29.5;12.1;0.0;44.3;36.3;10.0;995.7;6.2;11.8
1894-07-21;20.9;30.2;16.5;1.3;57.3;40.3;7.9;997.7;6.6;14.7
1894-07-22;18.0;22.8;14.9;9.2;81.3;66.4;2.9;1000.2;3.9;18.2
1894-07-23;15.2;19.7;11.1;0.0;64.3;42.4;11.9;1008.8;6.1;11.5
1894-07-24;18.3;22.8;9.1;0.4;46.3;66.4;7.6;1006.2;3.7;10.0
1894-07-25;18.5;24.1;15.5;0.2;63.4;52.5;3.9;1000.7;5.0;14.4
1894-07-26;18.7;23.9;11.8;0.0;53.4;52.5;6.7;1002.8;3.5;11.6
1894-07-27;16.9;20.4;13.6;2.2;83.4;68.6;0.6;1004.9;1.5;17.0
1894-07-28;16.9;19.9;14.4;0.8;73.4;68.6;0.7;1009.4;4.2;15.1
1894-07-29;14.2;18.1;12.2;31.1;77.4;74.7;0.4;1004.5;4.4;13.8
1894-07-30;12.1;15.2;9.7;0.2;86.4;68.7;0.5;996.7;5.6;13.1
